id	definition	parents
MESH:D000798	A condition with multiple tumor-like lesions caused either by congenital or developmental malformations of BLOOD VESSELS, or reactive vascular proliferations, such as in bacillary angiomatosis. Angiomatosis is considered non-neoplastic.	
MESH:D000799	Swelling involving the deep DERMIS, subcutaneous, or submucosal tissues, representing localized EDEMA. Angioedema often occurs in the face, lips, tongue, and larynx.	
MESH:D000820	Diseases that occur in VERTEBRATE animals.	
MESH:D000839	A condition in which the ocular image of an object as seen by one eye differs in size and shape from that seen by the other.	
MESH:D000844	Fixation and immobility of a joint.	
MESH:D000848	Congenital absence of the teeth. It may involve all (total anodontia) or only some of the teeth (partial anodontia, hypodontia), or six or more of the teeth (oligodontia) and both the deciduous and the permanent dentition, or only teeth of the permanent dentition.	
MESH:D000849	A language dysfunction characterized by the inability to name people and objects that are correctly perceived. The individual is able to describe the object in question, but cannot provide the name. This condition is associated with lesions of the dominant hemisphere involving the language areas, in particular the TEMPORAL LOBE. (From Adams et al., Principles of Neurology, 6th ed, p484)	
MESH:D000853	Congenital absence of the eye or eyes.	
MESH:D000855	The lack or loss of APPETITE accompanied by an aversion to food and the inability to eat. It is the defining characteristic of the disorder ANOREXIA NERVOSA.	
MESH:D000856	An eating disorder that is characterized by the lack or loss of APPETITE, known as ANOREXIA. Other features include excess fear of becoming OVERWEIGHT; BODY IMAGE disturbance; significant WEIGHT LOSS; and refusal to maintain minimal normal weight.	
MESH:D000857	Impaired ability to smell. This may be caused by OLFACTORY NERVE DISEASES; PARANASAL SINUS DISEASES; viral RESPIRATORY TRACT INFECTIONS; CRANIOCEREBRAL TRAUMA; SMOKING; and other conditions.	
MESH:D000858	Suspension or cessation of OVULATION in animals or humans with follicle-containing ovaries (OVARIAN FOLLICLE). Depending on the etiology, OVULATION may be induced with appropriate therapy.	
MESH:D000860	Sub-optimal OXYGEN levels in the ambient air of living organisms.	
MESH:D000868	Rapid swelling, increased tension, pain, and ischemic necrosis of the muscles of the anterior tibial compartment of the leg, often following excessive PHYSICAL EXERTION.	
MESH:D000874	A form of pneumoconiosis caused by inhalation of dust that contains both CARBON and crystalline SILICON DIOXIDE. These foreign matters induce fibrous nodule formation in the lung.	
MESH:D000881	An acute infection caused by the spore-forming bacteria BACILLUS ANTHRACIS. It commonly affects hoofed animals such as sheep and goats. Infection in humans often involves the skin (cutaneous anthrax), the lungs (inhalation anthrax), or the gastrointestinal tract. Anthrax is not contagious and can be treated with antibiotics.	
MESH:D000987	A personality disorder whose essential feature is a pervasive pattern of disregard for, and violation of, the rights of others that begins in childhood or early adolescence and continues into adulthood. The individual must be at least age 18 and must have a history of some symptoms of CONDUCT DISORDER before age 15. (From DSM-IV, 1994).	
MESH:D001002	Absence of urine formation. It is usually associated with complete bilateral ureteral (URETER) obstruction, complete lower urinary tract obstruction, or unilateral ureteral obstruction when a solitary kidney is present.	
MESH:D001004	Diseases involving the ANUS.	
MESH:D001005	Tumors or cancer of the ANAL CANAL.	
MESH:D001006	A congenital abnormality characterized by the persistence of the anal membrane, resulting in a thin membrane covering the normal ANAL CANAL. Imperforation is not always complete and is treated by surgery in infancy. This defect is often associated with NEURAL TUBE DEFECTS; MENTAL RETARDATION; and DOWN SYNDROME.	
MESH:D001008	Persistent and disabling ANXIETY.	
MESH:D001010	Anxiety experienced by an individual upon separation from a person or object of particular significance to the individual.	
MESH:D001014	An abnormal balloon- or sac-like dilatation in the wall of AORTA.	
MESH:D001015	Conditions resulting from abnormalities in the arteries branching from the ASCENDING AORTA, the curved portion of the aorta. These syndromes are results of occlusion or abnormal blood flow to the head-neck or arm region leading to neurological defects and weakness in an arm. These syndromes are associated with vascular malformations; ATHEROSCLEROSIS; TRAUMA; and blood clots.	
MESH:D001017	A birth defect characterized by the narrowing of the AORTA that can be of varying degree and at any point from the transverse arch to the iliac bifurcation. Aortic coarctation causes arterial HYPERTENSION before the point of narrowing and arterial HYPOTENSION beyond the narrowed portion.	
MESH:D001018	Pathological processes involving any part of the AORTA.	
MESH:D001019	The tearing or bursting of the wall along any portion of the AORTA, such as thoracic or abdominal. It may result from the rupture of an aneurysm or it may be due to TRAUMA.	
MESH:D001020	A pathological constriction occurring in the region below the AORTIC VALVE. It is characterized by restricted outflow from the LEFT VENTRICLE into the AORTA.	
MESH:D001022	Pathological condition characterized by the backflow of blood from the ASCENDING AORTA back into the LEFT VENTRICLE, leading to regurgitation. It is caused by diseases of the AORTIC VALVE or its surrounding tissue (aortic root).	
MESH:D001023	The downward displacement of the cuspal or pointed end of the trileaflet AORTIC VALVE causing misalignment of the cusps. Severe valve distortion can cause leakage and allow the backflow of blood from the ASCENDING AORTA back into the LEFT VENTRICLE, leading to aortic regurgitation.	
MESH:D001024	A pathological constriction that can occur above (supravalvular stenosis), below (subvalvular stenosis), or at the AORTIC VALVE. It is characterized by restricted outflow from the LEFT VENTRICLE into the AORTA.	
MESH:D001025	Inflammation of the wall of the AORTA.	
MESH:D001028	A developmental abnormality in which the spiral (aortopulmonary) septum failed to completely divide the TRUNCUS ARTERIOSUS into ASCENDING AORTA and PULMONARY ARTERY. This abnormal communication between the two major vessels usually lies above their respective valves (AORTIC VALVE; PULMONARY VALVE).	
MESH:D001035	Absence of crystalline lens totally or partially from field of vision, from any cause except after cataract extraction. Aphakia is mainly congenital or as result of LENS DISLOCATION AND SUBLUXATION.	
MESH:D001036	Absence of the crystalline lens resulting from cataract extraction.	
MESH:D001037	A cognitive disorder marked by an impaired ability to comprehend or express language in its written or spoken form. This condition is caused by diseases which affect the language areas of the dominant hemisphere. Clinical features are used to classify the various subtypes of this condition. General categories include receptive, expressive, and mixed forms of aphasia.	
MESH:D001039	An aphasia characterized by impairment of expressive LANGUAGE (speech, writing, signs) and relative preservation of receptive language abilities (i.e., comprehension). This condition is caused by lesions of the motor association cortex in the FRONTAL LOBE (BROCA AREA and adjacent cortical and white matter regions).	
MESH:D001041	Impairment in the comprehension of speech and meaning of words, both spoken and written, and of the meanings conveyed by their grammatical relationships in sentences. It is caused by lesions that primarily affect Wernicke's area, which lies in the posterior perisylvian region of the temporal lobe of the dominant hemisphere. (From Brain & Bannister, Clinical Neurology, 7th ed, p141; Kandel et al., Principles of Neural Science, 3d ed, p846)	
MESH:D001044	Complete loss of phonation due to organic disease of the larynx or to nonorganic (i.e., psychogenic) causes.	
MESH:D001049	A transient absence of spontaneous respiration.	
MESH:D001063	Tumors or cancer of the APPENDIX.	
MESH:D001064	Acute inflammation of the APPENDIX. Acute appendicitis is classified as simple, gangrenous, or perforated.	
MESH:D001068	A group of disorders characterized by physiological and/or psychological disturbances in appetite or food intake.	
MESH:D001072	A group of cognitive disorders characterized by the inability to perform previously learned skills that cannot be attributed to deficits of motor or sensory function. The two major subtypes of this condition are ideomotor (see APRAXIA, IDEOMOTOR) and ideational apraxia, which refers to loss of the ability to mentally formulate the processes involved with performing an action. For example, dressing apraxia may result from an inability to mentally formulate the act of placing clothes on the body. Apraxias are generally associated with lesions of the dominant PARIETAL LOBE and supramarginal gyrus. (From Adams et al., Principles of Neurology, 6th ed, pp56-7)	
MESH:D001079	A general term collectively applied to tumors associated with the APUD CELLS series, irrespective of their specific identification.	
MESH:D001098	The effects, both local and systemic, caused by the bites of SPIDERS.	
MESH:D001100	Acute or chronic inflammation of the arachnoid membrane of the meninges most often involving the spinal cord or base of the brain. This term generally refers to a persistent inflammatory process characterized by thickening of the ARACHNOID membrane and dural adhesions. Associated conditions include prior surgery, infections, trauma, SUBARACHNOID HEMORRHAGE, and chemical irritation. Clinical features vary with the site of inflammation, but include cranial neuropathies, radiculopathies, and myelopathies. (From Joynt, Clinical Neurology, 1997, Ch48, p25)	
MESH:D001102	Infections caused by arthropod-borne viruses, general or unspecified.	
MESH:D001112	A corneal disease in which there is a deposition of phospholipid and cholesterol in the corneal stroma and anterior sclera.	
MESH:D001117	Virus diseases caused by the ARENAVIRIDAE.	
MESH:D001129	A permanent ashen-gray discoloration of the skin, conjunctiva, and internal organs resulting from long-continued use of silver salts. (Dorland, 27th ed)	
